Exchange,Name,Root Ticker,Sector,SubSector,Listing Type,Date of TSX ListingYYYYMMDD,HQLocation,HQRegion
TSX,Stelco Holdings Inc.,STLC,Industrial Products & Services,,IPO,20171110,ON,Canada
TSX,Stella-Jones Inc.,SJ,Industrial Products & Services,Forest Products & Paper,,19940628,Quebec,Canada
TSX,STEP Energy Services Ltd.,STEP,Industrial Products & Services,Energy Services,IPO,20170502,AB,Canada
TSX,Strad Inc.,SDY,Industrial Products & Services,Energy Services,IPO,20101123,AB,Canada
TSX,Strongco Corporation,SQP,Industrial Products & Services,,,19951211,ON,Canada
TSX,Stuart Olson Inc.,SOX,Industrial Products & Services,,TSXV Grad,19991208,AB,Canada
TSX,Taiga Building Products Ltd.,TBL,Industrial Products & Services,,,19930607,BC,Canada
TSX,TerraVest Industries Inc.,TVK,Industrial Products & Services,Energy Services,IPO,20040708,AB,Canada
TSX,Tervita Corporation,TEV,Industrial Products & Services,Energy Services,Other,20180724,AB,Canada
TSX,TFI International Inc.,TFII,Industrial Products & Services,,Other,19991206,Quebec,Canada
TSX,Tidewater Midstream and Infrastructure Ltd.,TWM,Industrial Products & Services,Energy Services,TSXV Grad,20171120,AB,Canada
TSX,Toromont Industries Ltd.,TIH,Industrial Products & Services,,,19740521,ON,Canada
TSX,Total Energy Services Inc.,TOT,Industrial Products & Services,Energy Services,TSXV Grad,19981214,AB,Canada
TSX,Tree Island Steel Ltd.,TSL,Industrial Products & Services,,,20021111,BC,Canada
TSX,Trican Well Service Ltd.,TCW,Industrial Products & Services,Energy Services,,19961209,AB,Canada
TSX,Velan Inc.,VLN,Industrial Products & Services,,,19960918,Quebec,Canada
TSX,Wajax Corporation,WJX,Industrial Products & Services,,,19660815,ON,Canada
TSX,Waste Connections Inc.,WCN,Industrial Products & Services,,Other,20160601,USA,USA
TSX,West Fraser Timber Co. Ltd.,WFT,Industrial Products & Services,Forest Products & Paper,,19860507,BC,Canada
TSX,Western Energy Services Corp.,WRG,Industrial Products & Services,Energy Services,TSXV Grad,20111013,AB,Canada
TSX,Western Forest Products Inc.,WEF,Industrial Products & Services,Forest Products & Paper,,20040730,BC,Canada
TSX,WestJet Airlines Ltd.,WJA,Industrial Products & Services,,,19990713,AB,Canada
TSX,Westshore Terminals Investment Corporation,WTE,Industrial Products & Services,,,19970129,BC,Canada
TSX,Winpak Ltd.,WPK,Industrial Products & Services,Forest Products & Paper,,19860827,MB,Canada
TSX,WSP Global Inc.,WSP,Industrial Products & Services,,IPO,20060524,Quebec,Canada
TSX,Allied Properties Real Estate Investment Trust,AP,Real Estate,Industrial/Office/Retail/Residential,IPO,20030219,ON,Canada
TSX,American Hotel Income Properties REIT LP,HOT,Real Estate,Industrial/Office/Retail/Residential,IPO,20130220,BC,Canada
TSX,Artis Real Estate Investment Trust,AX,Real Estate,Diversified,TSXV Grad,20060417,MB,Canada
TSX,Automotive Properties Real Estate Investment Trust,APR,Real Estate,Industrial/Office/Retail/Residential,IPO,20150722,ON,Canada
TSX,Becker Milk Company Ltd. (The),BEK,Real Estate,Real Estate Operating Companies,,19670525,ON,Canada
TSX,Boardwalk Real Estate Investment Trust,BEI,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,19951106,AB,Canada
TSX,Bridgemarq Real Estate Services Inc.,BRE,Real Estate,Real Estate Development and Services,,20030806,ON,Canada
TSX,Brookfield Business Partners L.P.,BBU,Real Estate,Real Estate Operating Companies,Other,20160531,Bermuda,Other
TSX,Brookfield Office Properties Inc.,BPO,Real Estate,Industrial/Office/Retail/Residential,,19850627,USA,USA
TSX,Brookfield Property Partners L.P.,BPY,Real Estate,Industrial/Office/Retail/Residential,Other,20130415,Bermuda,Other
TSX,BSR Real Estate Investment Trust,HOM,Real Estate,Industrial/Office/Retail/Residential,IPO,20180518,USA,USA
TSX,BTB Real Estate Investment Trust,BTB,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20120607,Quebec,Canada
TSX,Canadian Apartment Properties Real Estate Investment Trust,CAR,Real Estate,Industrial/Office/Retail/Residential,,19970521,ON,Canada
TSX,Canlan Ice Sports Corp.,ICE,Real Estate,Real Estate Operating Companies,,19900301,BC,Canada
TSX,Chartwell Retirement Residences,CSH,Real Estate,Specialized,IPO,20031113,ON,Canada
TSX,Choice Properties Real Estate Investment Trust,CHP,Real Estate,Industrial/Office/Retail/Residential,IPO,20130705,ON,Canada
TSX,Colliers International Group Inc.,CIGI,Real Estate,Real Estate Operating Companies,,19930622,ON,Canada
TSX,Cominar Real Estate Investment Trust,CUF,Real Estate,Diversified,,19980521,Quebec,Canada
TSX,Crombie Real Estate Investment Trust,CRR,Real Estate,Diversified,IPO,20060322,NS,Canada
TSX,CT Real Estate Investment Trust,CRT,Real Estate,Industrial/Office/Retail/Residential,IPO,20131023,ON,Canada
TSX,Dream Global Real Estate Investment Trust,DRG,Real Estate,Diversified,IPO,20110803,ON,Canada
TSX,Dream Hard Asset Alternatives Trust,DRA,Real Estate,Industrial/Office/Retail/Residential,IPO,20140708,ON,Canada
TSX,Dream Industrial Real Estate Investment Trust,DIR,Real Estate,Industrial/Office/Retail/Residential,IPO,20121004,ON,Canada
TSX,Dream Office Real Estate Investment Trust,D,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,19970709,ON,Canada
TSX,DREAM Unlimited Corp.,DRM,Real Estate,Industrial/Office/Retail/Residential,Other,20130531,ON,Canada
TSX,Extendicare Inc.,EXE,Real Estate,Specialized,,19740408,ON,Canada
TSX,First Capital Realty Inc.,FCR,Real Estate,Diversified,,19940328,ON,Canada
TSX,FirstService Corporation,FSV,Real Estate,Industrial/Office/Retail/Residential,Other,20150527,ON,Canada
TSX,Genesis Land Development Corp.,GDC,Real Estate,Real Estate Development and Services,TSXV Grad,20000808,AB,Canada
TSX,Granite Real Estate Investment Trust,GRT,Real Estate,Real Estate Operating Companies,,20030820,ON,Canada
TSX,H&R Real Estate Investment Trust,HR,Real Estate,Diversified,,19961218,ON,Canada
TSX,Holloway Lodging Corporation,HLC,Real Estate,Specialized,TSXV Grad,20070717,NS,Canada
TSX,Inovalis Real Estate Investment Trust,INO,Real Estate,Industrial/Office/Retail/Residential,IPO,20130410,France,UK/Europe
TSX,InterRent Real Estate Investment Trust,IIP,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20070425,ON,Canada
TSX,Invesque Inc.,IVQ,Real Estate,Specialized,TSXV Grad,20160602,USA,USA
TSX,Killam Apartment Real Estate Investment Trust,KMP,Real Estate,Real Estate Operating Companies,TSXV Grad,20030403,NS,Canada
TSX,Madison Pacific Properties Inc.,MPC,Real Estate,Real Estate Operating Companies,,19980512,BC,Canada
TSX,Mainstreet Equity Corp.,MEQ,Real Estate,Real Estate Operating Companies,TSXV Grad,20000531,AB,Canada
TSX,Medical Facilities Corporation,DR,Real Estate,Specialized,IPO,20040329,USA,USA
TSX,Melcor Developments Ltd.,MRD,Real Estate,Real Estate Development and Services,,19720627,AB,Canada
TSX,Melcor Real Estate Investment Trust,MR,Real Estate,Industrial/Office/Retail/Residential,IPO,20130501,AB,Canada
TSX,Minto Apartment Real Estate Investment Trust,MI,Real Estate,Industrial/Office/Retail/Residential,IPO,20180703,ON,Canada
TSX,Morguard Corporation,MRC,Real Estate,Diversified,,19620614,ON,Canada
TSX,Morguard North American Residential Real Estate Investment Trust,MRG,Real Estate,Industrial/Office/Retail/Residential,IPO,20120418,ON,Canada
TSX,Morguard Real Estate Investment Trust,MRT,Real Estate,Industrial/Office/Retail/Residential,,19971010,ON,Canada
TSX,Northview Apartment Real Estate Investment Trust,NVU,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20130503,AB,Canada
TSX,Northwest Healthcare Properties Real Estate Investment Trust,NWH,Real Estate,Specialized,IPO,20100323,ON,Canada
TSX,Partners Real Estate Investment Trust,PAR,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20120403,BC,Canada
TSX,Plaza Retail REIT,PLZ,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20130702,NB,Canada
TSX,PRO Real Estate Investment Trust,PRV,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20190507,Quebec,Canada
TSX,Pure Multi-Family REIT LP,RUF,Real Estate,Specialized,TSXV Grad,20190429,BC,Canada
TSX,Riocan Real Estate Investment Trust,REI,Real Estate,Industrial/Office/Retail/Residential,,19940105,ON,Canada
TSX,Sienna Senior Living Inc.,SIA,Real Estate,Specialized,IPO,20100322,ON,Canada
TSX,Slate Office REIT,SOT,Real Estate,Industrial/Office/Retail/Residential,IPO,20121228,BC,Canada
TSX,Slate Retail REIT,SRT,Real Estate,Industrial/Office/Retail/Residential,Other,20140422,ON,Canada
TSX,SmartCentres Real Estate Investment Trust,SRU,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20021101,ON,Canada
TSX,Summit Industrial Income REIT,SMU,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20131111,ON,Canada
TSX,Temple Hotels Inc.,TPH,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20120723,MB,Canada
TSX,True North Commercial Real Estate Investment Trust,TNT,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20130619,ON,Canada
TSX,Wall Financial Corporation,WFC,Real Estate,Diversified,,19730201,BC,Canada
TSX,WPT Industrial Real Estate Investment Trust,WIR,Real Estate,Industrial/Office/Retail/Residential,IPO,20130426,USA,USA
TSX,Allied Properties Real Estate Investment Trust,AP,Real Estate,Industrial/Office/Retail/Residential,IPO,20030219,ON,Canada
TSX,American Hotel Income Properties REIT LP,HOT,Real Estate,Industrial/Office/Retail/Residential,IPO,20130220,BC,Canada
TSX,Artis Real Estate Investment Trust,AX,Real Estate,Diversified,TSXV Grad,20060417,MB,Canada
TSX,Automotive Properties Real Estate Investment Trust,APR,Real Estate,Industrial/Office/Retail/Residential,IPO,20150722,ON,Canada
TSX,Becker Milk Company Ltd. (The),BEK,Real Estate,Real Estate Operating Companies,,19670525,ON,Canada
TSX,Boardwalk Real Estate Investment Trust,BEI,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,19951106,AB,Canada
TSX,Bridgemarq Real Estate Services Inc.,BRE,Real Estate,Real Estate Development and Services,,20030806,ON,Canada
TSX,Brookfield Business Partners L.P.,BBU,Real Estate,Real Estate Operating Companies,Other,20160531,Bermuda,Other
TSX,Brookfield Office Properties Inc.,BPO,Real Estate,Industrial/Office/Retail/Residential,,19850627,USA,USA
TSX,Brookfield Property Partners L.P.,BPY,Real Estate,Industrial/Office/Retail/Residential,Other,20130415,Bermuda,Other
TSX,BSR Real Estate Investment Trust,HOM,Real Estate,Industrial/Office/Retail/Residential,IPO,20180518,USA,USA
TSX,BTB Real Estate Investment Trust,BTB,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20120607,Quebec,Canada
TSX,Canadian Apartment Properties Real Estate Investment Trust,CAR,Real Estate,Industrial/Office/Retail/Residential,,19970521,ON,Canada
TSX,Canlan Ice Sports Corp.,ICE,Real Estate,Real Estate Operating Companies,,19900301,BC,Canada
TSX,Chartwell Retirement Residences,CSH,Real Estate,Specialized,IPO,20031113,ON,Canada
TSX,Choice Properties Real Estate Investment Trust,CHP,Real Estate,Industrial/Office/Retail/Residential,IPO,20130705,ON,Canada
TSX,Colliers International Group Inc.,CIGI,Real Estate,Real Estate Operating Companies,,19930622,ON,Canada
TSX,Cominar Real Estate Investment Trust,CUF,Real Estate,Diversified,,19980521,Quebec,Canada
TSX,Crombie Real Estate Investment Trust,CRR,Real Estate,Diversified,IPO,20060322,NS,Canada
TSX,CT Real Estate Investment Trust,CRT,Real Estate,Industrial/Office/Retail/Residential,IPO,20131023,ON,Canada
TSX,Dream Global Real Estate Investment Trust,DRG,Real Estate,Diversified,IPO,20110803,ON,Canada
TSX,Dream Hard Asset Alternatives Trust,DRA,Real Estate,Industrial/Office/Retail/Residential,IPO,20140708,ON,Canada
TSX,Dream Industrial Real Estate Investment Trust,DIR,Real Estate,Industrial/Office/Retail/Residential,IPO,20121004,ON,Canada
TSX,Dream Office Real Estate Investment Trust,D,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,19970709,ON,Canada
TSX,DREAM Unlimited Corp.,DRM,Real Estate,Industrial/Office/Retail/Residential,Other,20130531,ON,Canada
TSX,Extendicare Inc.,EXE,Real Estate,Specialized,,19740408,ON,Canada
TSX,First Capital Realty Inc.,FCR,Real Estate,Diversified,,19940328,ON,Canada
TSX,FirstService Corporation,FSV,Real Estate,Industrial/Office/Retail/Residential,Other,20150527,ON,Canada
TSX,Genesis Land Development Corp.,GDC,Real Estate,Real Estate Development and Services,TSXV Grad,20000808,AB,Canada
TSX,Granite Real Estate Investment Trust,GRT,Real Estate,Real Estate Operating Companies,,20030820,ON,Canada
TSX,H&R Real Estate Investment Trust,HR,Real Estate,Diversified,,19961218,ON,Canada
TSX,Holloway Lodging Corporation,HLC,Real Estate,Specialized,TSXV Grad,20070717,NS,Canada
TSX,Inovalis Real Estate Investment Trust,INO,Real Estate,Industrial/Office/Retail/Residential,IPO,20130410,France,UK/Europe
TSX,InterRent Real Estate Investment Trust,IIP,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20070425,ON,Canada
TSX,Invesque Inc.,IVQ,Real Estate,Specialized,TSXV Grad,20160602,USA,USA
TSX,Killam Apartment Real Estate Investment Trust,KMP,Real Estate,Real Estate Operating Companies,TSXV Grad,20030403,NS,Canada
TSX,Madison Pacific Properties Inc.,MPC,Real Estate,Real Estate Operating Companies,,19980512,BC,Canada
TSX,Mainstreet Equity Corp.,MEQ,Real Estate,Real Estate Operating Companies,TSXV Grad,20000531,AB,Canada
TSX,Medical Facilities Corporation,DR,Real Estate,Specialized,IPO,20040329,USA,USA
TSX,Melcor Developments Ltd.,MRD,Real Estate,Real Estate Development and Services,,19720627,AB,Canada
TSX,Melcor Real Estate Investment Trust,MR,Real Estate,Industrial/Office/Retail/Residential,IPO,20130501,AB,Canada
TSX,Minto Apartment Real Estate Investment Trust,MI,Real Estate,Industrial/Office/Retail/Residential,IPO,20180703,ON,Canada
TSX,Morguard Corporation,MRC,Real Estate,Diversified,,19620614,ON,Canada
TSX,Morguard North American Residential Real Estate Investment Trust,MRG,Real Estate,Industrial/Office/Retail/Residential,IPO,20120418,ON,Canada
TSX,Morguard Real Estate Investment Trust,MRT,Real Estate,Industrial/Office/Retail/Residential,,19971010,ON,Canada
TSX,Northview Apartment Real Estate Investment Trust,NVU,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20130503,AB,Canada
TSX,Northwest Healthcare Properties Real Estate Investment Trust,NWH,Real Estate,Specialized,IPO,20100323,ON,Canada
TSX,Partners Real Estate Investment Trust,PAR,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20120403,BC,Canada
TSX,Plaza Retail REIT,PLZ,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20130702,NB,Canada
TSX,PRO Real Estate Investment Trust,PRV,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20190507,Quebec,Canada
TSX,Pure Multi-Family REIT LP,RUF,Real Estate,Specialized,TSXV Grad,20190429,BC,Canada
TSX,Riocan Real Estate Investment Trust,REI,Real Estate,Industrial/Office/Retail/Residential,,19940105,ON,Canada
TSX,Sienna Senior Living Inc.,SIA,Real Estate,Specialized,IPO,20100322,ON,Canada
TSX,Slate Office REIT,SOT,Real Estate,Industrial/Office/Retail/Residential,IPO,20121228,BC,Canada
TSX,Slate Retail REIT,SRT,Real Estate,Industrial/Office/Retail/Residential,Other,20140422,ON,Canada
TSX,SmartCentres Real Estate Investment Trust,SRU,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20021101,ON,Canada
TSX,Summit Industrial Income REIT,SMU,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20131111,ON,Canada
TSX,Temple Hotels Inc.,TPH,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20120723,MB,Canada
TSX,True North Commercial Real Estate Investment Trust,TNT,Real Estate,Industrial/Office/Retail/Residential,TSXV Grad,20130619,ON,Canada
TSX,Wall Financial Corporation,WFC,Real Estate,Diversified,,19730201,BC,Canada
TSX,WPT Industrial Real Estate Investment Trust,WIR,Real Estate,Industrial/Office/Retail/Residential,IPO,20130426,USA,USA
TSX,Absolute Software Corporation,ABT,Technology,Software,,20051202,,BC
TSX,AcuityAds Holdings Inc.,AT,Technology,Internet Software & Services,,20190626,,ON
TSX,AgJunction Inc.,AJX,Technology,Software,,19970312,,USA
TSX,Alithya Group Inc.,ALYA,Technology,IT Consulting & Services,,20181102,,Quebec
TSX,Altus Group Limited,AIF,Technology,Software,,20050518,,ON
TSX,Baylin Technologies Inc.,BYL,Technology,Hardware & Equipment,,20131127,,Israel
TSX,BlackBerry Limited,BB,Technology,Communication Technology,,19971028,,ON
TSX,CAE Inc.,CAE,Technology,Software,,19610320,,Quebec
TSX,Calian Group Ltd.,CGY,Technology,IT Consulting & Services,,19930915,,ON
TSX,Celestica Inc.,CLS,Technology,Hardware & Equipment,,19980707,,ON
TSX,Ceridian HCM Holding Inc.,CDAY,Technology,Software,,20180430,,USA
TSX,CGI Inc.,GIB,Technology,IT Consulting & Services,,19920421,,Quebec
TSX,Computer Modelling Group Ltd.,CMG,Technology,Software,,20031020,,AB
TSX,Constellation Software Inc.,CSU,Technology,Software,,20060517,,ON
TSX,CounterPath Corporation,PATH,Technology,Software,,20120820,,BC
TSX,D-Box Technologies Inc.,DBO,Technology,Hardware & Equipment,,20110401,,Quebec
TSX,Descartes Systems Group Inc. (The),DSG,Technology,Software,,19980121,,ON
TSX,Enghouse Systems Limited,ENGH,Technology,Software,,19980226,,ON
TSX,Evertz Technologies Limited,ET,Technology,Communication Technology,,20060629,,ON
TSX,exactEarth Ltd.,XCT,Technology,Software,,20160209,,ON
TSX,EXFO Inc.,EXF,Technology,Communication Technology,,20000705,,Quebec
TSX,Firan Technology Group Corporation,FTG,Technology,Hardware & Equipment,,19830812,,ON
TSX,Information Services Corporation,ISV,Technology,Internet Software & Services,,20130709,,SK
TSX,Intermap Technologies Corporation,IMP,Technology,IT Consulting & Services,,20040708,,USA
TSX,Intrinsyc Technologies Corporation,ITC,Technology,Communication Technology,,20010109,,BC
TSX,Kinaxis Inc.,KXS,Technology,Internet Software & Services,,20140610,,ON
TSX,Lightspeed POS Inc.,LSPD,Technology,Software,,20190315,,Quebec
TSX,Maxar Technologies Inc.,MAXR,Technology,Software,,20000712,,BC
TSX,Mediagrif Interactive Technologies Inc.,MDF,Technology,Internet Software & Services,,20001003,,Quebec
TSX,NexJ Systems Inc.,NXJ,Technology,Software,,20110518,,ON
TSX,NXT Energy Solutions Inc.,SFD,Technology,Hardware & Equipment,,20160322,,AB
TSX,Open Text Corporation,OTEX,Technology,Software,,19980626,,ON
TSX,Opsens Inc.,OPS,Technology,Hardware & Equipment,,20170301,,Quebec
TSX,Optiva Inc.,OPT,Technology,Software,,20081022,,ON
TSX,Patriot One Technologies Inc.,PAT,Technology,Hardware & Equipment,,20190409,,BC
TSX,Photon Control Inc.,PHO,Technology,Hardware & Equipment,,20180525,,BC
TSX,Pivot Technology Solutions Inc.,PTG,Technology,IT Consulting & Services,,20161219,,ON
TSX,Points International Ltd.,PTS,Technology,Internet Software & Services,,20040224,,ON
TSX,Posera Ltd.,PAY,Technology,Software,,20040628,,ON
TSX,Quarterhill Inc.,QTRH,Technology,Communication Technology,,19991028,,ON
TSX,Real Matters Inc.,REAL,Technology,Internet Software & Services,,20170511,,ON
TSX,Redline Communications Group Inc.,RDL,Technology,Communication Technology,,20071024,,ON
TSX,Shopify Inc.,SHOP,Technology,Internet Software & Services,,20150521,,ON
TSX,Sierra Wireless Inc.,SW,Technology,Communication Technology,,19990517,,BC
TSX,Spectra7 Microsystems Inc.,SEV,Technology,Hardware & Equipment,,20150723,,USA
TSX,TECSYS Inc.,TCS,Technology,Software,,19980727,,Quebec
TSX,The Intertain Group Limited,ITX,Technology,Internet Software & Services,,20140218,,ON
TSX,The Stars Group Inc.,TSGI,Technology,Software,,20131001,,ON
TSX,Tucows Inc.,TC,Technology,Internet Software & Services,,20050818,,ON
TSX,UrtheCast Corp.,UR,Technology,Communication Technology,,20130627,,BC
TSX,Vecima Networks Inc.,VCM,Technology,Communication Technology,,20051111,,BC
TSX,Absolute Software Corporation,ABT,Technology,Software,TSXV Grad,20051202,BC,Canada
TSX,AcuityAds Holdings Inc.,AT,Technology,Internet Software & Services,TSXV Grad,20190626,ON,Canada
TSX,AgJunction Inc.,AJX,Technology,Agriculture,,19970312,USA,USA
TSX,Alithya Group Inc.,ALYA,Technology,IT Consulting & Services,Other,20181102,Quebec,Canada
TSX,Altus Group Limited,AIF,Technology,Software,IPO,20050518,ON,Canada
TSX,Baylin Technologies Inc.,BYL,Technology,Hardware & Equipment,IPO,20131127,Israel,Other
TSX,BlackBerry Limited,BB,Technology,Communication Technology,IPO,19971028,ON,Canada
TSX,CAE Inc.,CAE,Technology,Software,Other,19610320,Quebec,Canada
TSX,Calian Group Ltd.,CGY,Technology,IT Consulting & Services,,19930915,ON,Canada
TSX,Celestica Inc.,CLS,Technology,Hardware & Equipment,,19980707,ON,Canada
TSX,Ceridian HCM Holding Inc.,CDAY,Technology,Software,IPO,20180430,USA,USA
TSX,CGI Inc.,GIB,Technology,IT Consulting & Services,,19920421,Quebec,Canada
TSX,Computer Modelling Group Ltd.,CMG,Technology,Software,TSXV Grad,20031020,AB,Canada
TSX,Constellation Software Inc.,CSU,Technology,Software,IPO,20060517,ON,Canada
TSX,CounterPath Corporation,PATH,Technology,Software,TSXV Grad,20120820,BC,Canada
TSX,D-Box Technologies Inc.,DBO,Technology,Hardware & Equipment,TSXV Grad,20110401,Quebec,Canada
TSX,Descartes Systems Group Inc. (The),DSG,Technology,Software,,19980121,ON,Canada
TSX,Enghouse Systems Limited,ENGH,Technology,Software,,19980226,ON,Canada
TSX,Evertz Technologies Limited,ET,Technology,Communication Technology,IPO,20060629,ON,Canada
TSX,exactEarth Ltd.,XCT,Technology,Software,Other,20160209,ON,Canada
TSX,EXFO Inc.,EXF,Technology,Communication Technology,,20000705,Quebec,Canada
TSX,Firan Technology Group Corporation,FTG,Technology,Hardware & Equipment,,19830812,ON,Canada
TSX,Information Services Corporation,ISV,Technology,Internet Software & Services,IPO,20130709,SK,Canada
TSX,Intermap Technologies Corporation,IMP,Technology,IT Consulting & Services,TSXV Grad,20040708,USA,USA
TSX,Intrinsyc Technologies Corporation,ITC,Technology,Communication Technology,TSXV Grad,20010109,BC,Canada
TSX,Kinaxis Inc.,KXS,Technology,Internet Software & Services,IPO,20140610,ON,Canada
TSX,Lightspeed POS Inc.,LSPD,Technology,Software,IPO,20190315,Quebec,Canada
TSX,Maxar Technologies Inc.,MAXR,Technology,Software,IPO,20000712,BC,Canada
TSX,Mediagrif Interactive Technologies Inc.,MDF,Technology,Internet Software & Services,,20001003,Quebec,Canada
TSX,NexJ Systems Inc.,NXJ,Technology,Software,IPO,20110518,ON,Canada
TSX,NXT Energy Solutions Inc.,SFD,Technology,Energy Services,TSXV Grad,20160322,AB,Canada
TSX,Open Text Corporation,OTEX,Technology,Software,,19980626,ON,Canada
TSX,Opsens Inc.,OPS,Technology,Hardware & Equipment,TSXV Grad,20170301,Quebec,Canada
TSX,Optiva Inc.,OPT,Technology,Software,Other,20081022,ON,Canada
TSX,Patriot One Technologies Inc.,PAT,Technology,Hardware & Equipment,TSXV Grad,20190409,BC,Canada
TSX,Photon Control Inc.,PHO,Technology,Hardware & Equipment,TSXV Grad,20180525,BC,Canada
TSX,Pivot Technology Solutions Inc.,PTG,Technology,IT Consulting & Services,TSXV Grad,20161219,ON,Canada
TSX,Points International Ltd.,PTS,Technology,Internet Software & Services,TSXV Grad,20040224,ON,Canada
TSX,Posera Ltd.,PAY,Technology,Software,IPO,20040628,ON,Canada
TSX,Quarterhill Inc.,QTRH,Technology,Communication Technology,TSXV Grad,19991028,ON,Canada
TSX,Real Matters Inc.,REAL,Technology,Internet Software & Services,IPO,20170511,ON,Canada
TSX,Redline Communications Group Inc.,RDL,Technology,Communication Technology,IPO,20071024,ON,Canada
TSX,Shopify Inc.,SHOP,Technology,Internet Software & Services,IPO,20150521,ON,Canada
TSX,Sierra Wireless Inc.,SW,Technology,Communication Technology,,19990517,BC,Canada
TSX,Spectra7 Microsystems Inc.,SEV,Technology,Hardware & Equipment,TSXV Grad,20150723,USA,USA
TSX,TECSYS Inc.,TCS,Technology,Software,,19980727,Quebec,Canada
TSX,The Intertain Group Limited,ITX,Technology,Internet Software & Services,TSXV Grad,20140218,ON,Canada
TSX,The Stars Group Inc.,TSGI,Technology,Software,TSXV Grad,20131001,ON,Canada
TSX,Tucows Inc.,TC,Technology,Internet Software & Services,IPO,20050818,ON,Canada
TSX,UrtheCast Corp.,UR,Technology,Communication Technology,TSXV Grad,20130627,BC,Canada
TSX,Vecima Networks Inc.,VCM,Technology,Communication Technology,IPO,20051111,BC,Canada
TSXV,Canadian Oil Recovery & Remediation Enterprises Ltd.,CVR,Clean Technology,Energy Services,QT,20070719,ON,Canada
TSXV,New West Energy Services Inc.,NWE,Clean Technology,Energy Services,,,AB,Canada
TSXV,Questor Technology Inc.,QST,Clean Technology,Energy Services,,19980303,AB,Canada
TSXV,Cordy Oilfield Services Inc.,CKK,Industrial Products & Services,Energy Services,,,AB,Canada
TSXV,CWC Energy Services Corp.,CWC,Industrial Products & Services,Energy Services,RTO,,AB,Canada
TSXV,Dalmac Energy Inc.,DAL,Industrial Products & Services,Energy Services,,,AB,Canada
TSXV,Divergent Energy Services Corp.,DVG,Industrial Products & Services,Energy Services,,,AB,Canada
TSXV,Hyduke Energy Services Inc.,HYD,Industrial Products & Services,Energy Services,TSX Comedown,20190702,AB,Canada
TSXV,ONEnergy Inc.,OEG,Industrial Products & Services,Energy Services,,,ON,Canada
TSXV,Petroteq Energy Inc.,PQE,Industrial Products & Services,Energy Services,QT from NEX,20080730,USA,USA
TSXV,Raise Production Inc.,RPC,Industrial Products & Services,Energy Services,,20050817,AB,Canada
TSXV,Stampede Drilling Inc.,SDI,Industrial Products & Services,Energy Services,QT,20091016,AB,Canada
TSXV,Titan Logix Corp.,TLA,Industrial Products & Services,Energy Services,,20020702,AB,Canada
TSXV,Tornado Global Hydrovacs Ltd.,TGH,Industrial Products & Services,Energy Services,Other,20160708,AB,Canada
TSXV,Vertex Resource Group Ltd.,VTX,Industrial Products & Services,Energy Services,QT,20150430,AB,Canada
TSXV,Wolverine Energy and Infrastructure Inc.,WEII,Industrial Products & Services,Energy Services,COB,20190225,AB,Canada
TSXV,Zedcor Energy Inc.,ZDC,Industrial Products & Services,Energy Services,QT,,AB,Canada
TSXV,Africa Energy Corp.,AFE,Oil & Gas,,QT,20101012,BC,Canada
TSXV,Altima Resources Ltd.,ARH,Oil & Gas,,QT,,BC,Canada
TSXV,Altura Energy Inc.,ATU,Oil & Gas,,RTO,20080307,AB,Canada
TSXV,Alvopetro Energy Ltd.,ALV,Oil & Gas,,Other,20131205,AB,Canada
TSXV,American Helium Inc.,AHE,Oil & Gas,,RTO,,BC,Canada
TSXV,Arctic Hunter Energy Inc.,AHU,Oil & Gas,,Other,20110610,BC,Canada
TSXV,Arrow Exploration Corp.,AXL,Oil & Gas,,RTO,20000725,AB,Canada
TSXV,Avanti Energy Inc.,AVN,Oil & Gas,,QT,20110909,BC,Canada
TSXV,Bayshore Petroleum Corp.,BSH,Oil & Gas,,QT,20050308,AB,Canada
TSXV,Blacksteel Energy Inc.,BEY,Oil & Gas,,QT,20070315,AB,Canada
TSXV,Blue Sky Energy Inc.,BSI,Oil & Gas,,,19980310,ON,Canada
